artist_id,name,followers,popularity,genres,main_genre
2RQXRUsr4IW1f3mKyKsy4B,Noah Kahan,4591227,84,"pov: indie, singer-songwriter pop","Pop, Rock"
21E3waRsmPlU7jZsS13rcj,Ne-Yo,10469925,83,"dance pop, pop, r&b, urban contemporary","Pop, R&B"
3AA28KZvwAUcZuOKwyblJQ,Gorillaz,14978612,84,"alternative hip hop, modern rock, rock","Hip Hop, Rock"
3DbwFQlvLxRSi2uX8mf81A,Sexyy Red,2408350,76,trap queen,Hip Hop
3HJq88k0us5XSJ4tD3J8RG,Jorsshh,734378,72,"corrido, corridos tumbados, corridos bélicos",Traditional Music
5H1nN1SzW0qNeUEZvuXjAj,Danny Ocean,6667186,81,reggaeton,Latin
7o95ZoZt5ZYn31e9z1Hc0a,Natasha Bedingfield,1932968,74,"dance pop, pop, post-teen pop",Pop
42LEQxfXLEuzdqorKBbUVN,RaiNao,438224,68,"latin r&b, rap boricua","Latin, R&B"
5BcAKTbp20cv7tC5VqPFoC,Macklemore & Ryan Lewis,2726156,72,"pop rap, seattle hip hop","Hip Hop, Pop"
3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,35894562,82,"rock, glam metal, hard rock, classic rock",Rock
5mZJerulcERBZV7xnhrVp1,Ryan Lewis,16832,70,"pop rap, miami hip hop, metropopolis, g-funk, electropop, pop dance, g funk, hip hop, pop, dance pop, west coast hip hop","Hip Hop, Pop, R&B"
1vyhD5VmyZ7KMfW5gqLgo5,J Balvin,39562288,89,"reggaeton, latin",Latin
4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,4218188,76,"new wave, synthpop","Pop, Rock"
1YZcJWydWAbSpknMUKtD9m,Alex Krack,126020,62,"salsa choke, rkt","Electronic, Latin"
3y24n3XhZ96wgwRXjvS17T,Coolio,1989282,71,"west coast hip hop, g-funk","Hip Hop, R&B"
2txHhyCwHjUEpJjWrEyqyX,Tom Odell,4397383,79,chill pop,Pop
3tVQdUvClmAT7URs9V3rsp,Wizkid,10033920,83,"afrobeats, afrobeat, afropop, azonto, afroswing, afro r&b, afropiano","Hip Hop, R&B, Traditional Music"
5KKpBU5eC2tJDzf0wmlRp2,RAYE,3207592,84,"uk contemporary r&b, uk pop","Pop, R&B"
2wnVvfvSkFJbtOinte4sC3,Jøtta,114230,69,salsa choke,Latin
1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,27381522,89,edm,Electronic
2WzaAvm2bBCf4pEhyuDgCY,Ruth B.,4560914,72,"alt z, canadian contemporary r&b, canadian pop, pop","Pop, R&B"
6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,47312573,88,pop,Pop
5y2Xq6xcjJb2jVM54GHK3t,John Legend,8201256,80,"soft pop, neo soul","Pop, R&B"
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,35509945,88,"dance pop, pop",Pop
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,3171795,79,"melodic rap, rap, trap",Hip Hop
5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,18941706,84,soft pop,Pop
3y2cIKLjiOlp1Np37WiUdH,Shaboozey,1539678,77,"modern country pop, pop rap",Pop
64M6ah0SkkRsnPGtGiRAbb,Bebe Rexha,9936807,78,"dance pop, pop",Pop
3Me35AWHCGqW4sZ7bWWJt1,Xavi,8612797,78,"corridos tumbados, corrido, corridos bélicos, sad sierreño, música mexicana, banda, sierreño","Latin, Traditional Music"
3SozjO3Lat463tQICI9LcE,Tyla,4042569,83,afrobeats,Traditional Music
4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,14222688,81,soft pop,Pop
3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,1337297,76,pop soul,R&B
2jku7tDXc6XoB6MO2hFuqg,Tory Lanez,8515512,82,"canadian hip hop, canadian trap, melodic rap, pop rap, r&b, rap, trap","Hip Hop, Pop, R&B"
5L1lO4eRHmJ7a0Q6csE5cT,LISA,13774936,77,k-pop,Pop
6ndLrsgT3MV5CNxIrW71fw,DFZM,347209,71,"salsa choke, reggaeton, reggaeton colombiano, urbano latino, reggaeton flow, chilean mambo, urbano ecuatoriano, reggaeton mexa, rkt, trap latino","Electronic, Latin"
4e0nWw2r4BoQSKPQ2zpU13,Ray Dalton,138091,72,pop dance,Pop
2LhsePRtgCo4THVKULQBL7,L.V.,94480,70,"g-funk, new jack swing, west coast hip hop","Hip Hop, R&B"
1McMsnEElThX1knmY4oliG,Olivia Rodrigo,50322453,87,pop,Pop
6vXTefBL93Dj5IqAWq6OTv,French Montana,5919514,76,"hip hop, pop rap, rap, southern hip hop, trap","Hip Hop, Pop"
0AY6tq934rmw7zSFRl6e6S,Nueva H,640289,60,"corridos tumbados, corrido, corridos bélicos",Traditional Music
1vCWHaC5f2uS3yhpwWbIA6,Avicii,23515206,81,edm,Electronic
3Y9A8EQQtWU8RStiTlzErv,Jombriel,807455,71,"salsa choke, rkt","Electronic, Latin"
3JhNCzhSMTxs9WLGJJxWOY,Macklemore,2893922,76,"pop rap, seattle hip hop","Hip Hop, Pop"
35WVTyRnKAoaGExqgktVyb,Hotel Ugly,1128833,74,modern indie pop,Pop
0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,15963171,83,"reggaeton, pop urbano, latin, colombian pop","Latin, Pop"
6TK7fjRPdy2GW2pJzNF23L,Kyla,19191,73,"jersey club, philly club, brazilian phonk, sped up, rally house, phonk brasileiro, sexy drill, phonk, krushclub, baltimore club","Electronic, Hip Hop, Rock"
2jzc5TC5TVFLXQlBNiIUzE,a-ha,3004545,74,"new wave, synthpop","Pop, Rock"
7Gi6gjaWy3DxyilpF1a8Is,Junior H,29553360,90,"corridos tumbados, corrido, corridos bélicos, sad sierreño, sierreño, música mexicana, banda","Latin, Traditional Music"
53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,58810081,87,"modern rock, pop, rock","Pop, Rock"
0PFtn5NtBbbUNbU9EAmIWF,TOTO,3835828,76,"yacht rock, soft rock",Rock
7FNnA9vBm6EKceENgCGRMb,Anitta,13283225,81,"brazilian pop, funk pop, brazilian funk, funk carioca","Pop, R&B"
246dkjvS1zLTtiykXe5h60,Post Malone,48013165,88,"dfw rap, melodic rap, pop, rap","Hip Hop, Pop"
1uZVxckdGGKhFMpCnupXmP,Los Pleneros de la Cresta,98231,64,"puerto rican folk, puerto rican indie, puerto rican rock","Latin, Pop, Rock"
7Ez6lTtSMjMf2YSYpukP1I,Dasha,434142,72,alt z,Pop
5pKCCKE2ajJHZ9KAiaK11H,Rihanna,70466718,93,"barbadian pop, pop, urban contemporary","Pop, R&B"
25uiPmTg16RbhZWAqwLBy5,Charli xcx,6549049,83,"hyperpop, art pop",Pop
11kt6ggsdxvI8MhyeSMKom,CYRIL,449145,77,"tropical house, afro house, german dance, deep house, electronica, pop dance, progressive electro house, edm, big room, belgian edm","Electronic, Pop"
37lTKHi901VnwngQ7C8noT,Malachiii,22754,69,afro house,Electronic
4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,43476331,88,"melodic rap, emo rap","Hip Hop, Rock"
5PlfkPxwCpRRWQJBxCa0By,HUGEL,709394,79,"latin house, afro house, techengue","Electronic, Latin"
1IFAU4mznUcfPVP9z2c24N,Daecolm,35650,72,afro house,Electronic
5nGIFgo0shDenQYSE0Sn7c,Evanescence,6473499,78,alternative metal,Rock
54seKvtsZauR1iauN0ptpo,De La Rose,1706714,80,"trap latino, urbano latino",Latin
0rvjqX7ttXeg3mTy8Xscbt,Journey,6644009,76,"aor, classic rock",Rock
6DIS6PRrLS3wbnZsf7vYic,WALK THE MOON,2259198,67,"dance rock, modern alternative rock, modern rock, neo mellow, pop rock","Pop, Rock"
6LqNN22kT3074XbTVUrhzX,Kesha,9329578,81,"dance pop, pop",Pop
4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,12702437,81,"bedroom pop, pop, pov: indie","Pop, Rock"
57vWImR43h4CaDao012Ofp,Steve Lacy,6635258,80,afrofuturism,R&B
4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,4615406,76,"gauze pop, indietronica, modern rock, pov: indie, shiver pop","Pop, Rock"
1uNFoZAHBGtllmzznpCI3s,Justin Bieber,86071004,94,"canadian pop, pop",Pop
5INjqkS1o8h1imAzPqGZBb,Tame Impala,9904396,86,"neo-psychedelic, indie",Rock
7n2wHs1TKAczGzO7Dd2rGr,Shawn Mendes,46034221,83,"canadian pop, pop, viral pop",Pop
6deZN1bslXzeGvOLaLMOIF,Nickelback,7989687,80,"post-grunge, rock",Rock
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,53507293,91,"art pop, pop",Pop
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,27417727,85,rap,Hip Hop
2loEsOijJ6XiGzWYFXMIRk,Adam Port,346573,72,"afro house, house, afro tech",Electronic
711MCceyCBcFnzjGY4Q7Un,AC/DC,32834440,83,"rock, hard rock, classic rock, rock and roll",Rock
6XjgqvaVLUib6lCerbZrYD,Stryv,31222,69,afro house,Electronic
0u6GtibW46tFX7koQ6uNJZ,Topic,327175,74,"german dance, pop dance, pop edm, uk dance","Electronic, Pop"
3ipn9JLAPI5GUEo4y4jcoi,Ludacris,3484072,79,southern hip hop,Hip Hop
26WKgv73kRHD0gEDKD1i8j,Keinemusik,554273,73,"afro house, melodic house, house, afro tech",Electronic
7hQmAXAzWI6D350VTgkKTG,Arash,322147,71,afro house,Electronic
7gP3bB2nilZXLfPHJhMdvc,Foster The People,4066002,72,"indietronica, modern alternative rock, modern rock, rock",Rock
540vIaP2JwjQb9dm3aArA4,DJ Snake,9414459,80,"dance pop, edm, electronic trap, pop, pop dance","Electronic, Hip Hop, Pop"
4G9NDjRyZFDlJKMRL8hx3S,sombr,3324671,86,"etherpop, indie pop, uk pop, metropopolis, pov: indie, modern alternative rock, art pop, pop, modern rock","Pop, Rock"
2yyaNPcdxZcn4iutCcLMaC,Orso,6042,68,afro house,Electronic
5Y5TRrQiqgUO4S36tzjIRZ,Timbaland,3594512,82,"dance pop, pop, pop rap",Pop
53A0W3U0s8diEn9RhXQhVz,Keane,3994569,76,"neo mellow, piano rock, pop rock","Pop, Rock"
2jw70GZXlAI8QzWeY2bgRc,Nelly Furtado,4893916,79,"canadian latin, canadian pop, dance pop, pop","Latin, Pop"
0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,23602748,85,"funk rock, alternative rock, rock",Rock
23zg3TcAtWQy7J6upgbUnj,USHER,14076131,83,r&b,R&B
7sfl4Xt5KmfyDs2T3SVSMK,Lil Jon,1711394,75,crunk,Hip Hop
10VBp06W8NIgMW4JruLCC4,Kidd Voodoo,1086414,76,"reggaeton chileno, chilean trap","Hip Hop, Latin"
5XmANDHn1nUVL3rVyohz9t,X.L.T,1809,64,"rain, white noise",New Age
04gDigrS5kc9YWfZHwBETP,Maroon 5,46364132,88,pop,Pop
1cYhx7ZOhYoVmnDPb9KMwo,Mc Davi,4069295,72,"brazilian funk, funk consciente, trap funk",R&B
718COspgdWOnwOFpJHRZHS,Luke Combs,13620629,85,country,Country
54bV1pHNm5h5EcEgMis1RC,Mc Rodrigo do CN,328818,81,"brazilian funk, funk de bh, funk carioca",R&B
2R21vXR83lH98kGeO99Y66,Anuel AA,45898537,90,"reggaeton, trap latino, urbano latino, latin",Latin
6Vxu4TDCN5TMlRpdu6a2Ag,MC K9,168023,58,"brazilian funk, funk carioca",R&B
5qq6C4dNld3AWHbh2WaNAR,Milli Hughes,4510,66,white noise,New Age
47wsfaEWJwhWd9bs04Oc1g,mc pl alves,21605,67,"funk carioca, phonk, brazilian funk, brazilian phonk","Hip Hop, R&B"
6UZ0ba50XreR4TM8u322gs,JISOO,7685512,72,k-pop,Pop
4YLtscXsxbVgi031ovDDdh,Chris Stapleton,9224887,83,"country, outlaw country",Country
4yGgbQJMq9orWypwqtdzYT,Oruam,4913570,77,"trap funk, brazilian trap, trap, brazilian funk","Hip Hop, R&B"
7gIeuq2qBfYhO1budb6TSQ,DG e Batidão Stronda,111167,65,"piseiro, arrocha, forró, brazilian funk","Latin, R&B"
79omf4LgzaVAnXIRWPkJUq,Naykilla,274336,72,"hipdut, lagu timur, dangdut, malay, funkot, koplo, indonesian pop, malay rap","Electronic, Hip Hop, Pop, Traditional Music"
1BNbDHa9FSPxIyZmcymSyL,Dj Lc da Roça,23019,57,"brazilian funk, funk carioca",R&B
0EmeFodog0BfCgMzAIvKQp,Shakira,40681041,88,latin pop,Pop
6aoGgTKGqtsjj48ymcNs4Z,MC Tuto,2502757,78,"brazilian funk, funk consciente, trap funk",R&B
4kKazhy9tDfOgKSWm5g3F9,Katteyes,809301,73,"reggaeton chileno, chilean trap","Hip Hop, Latin"
13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,17670607,85,rap,Hip Hop
1TA5sGRlKUJXBN4ZyJuDIX,Blessd,9461281,85,"reggaeton, urbano latino",Latin
5PTw7KmM8c9QfBjU5caHWs,Jemsii,151638,76,"hipdut, lagu timur, dangdut, malay, funkot, koplo, malay rap, indonesian pop","Electronic, Hip Hop, Pop, Traditional Music"
2rmkQLzj0k4nZdQehOUByO,Chino Pacas,5616308,78,"corrido, corridos tumbados, corridos bélicos, música mexicana",Traditional Music
5jTtGLk1mGFMY5lQOvJYUj,bôa,1238144,70,pov: indie,Rock
3mIj9lX2MWuHmhNCA7LSCW,The 1975,8092434,78,"modern alternative rock, modern rock, pop, pov: indie, rock","Pop, Rock"
7bXgB6jMjp9ATFy66eO08Z,Chris Brown,29255349,90,r&b,R&B
6vP4azTCk053nGL0xAYnVH,Tenxi,998208,77,"hipdut, lagu timur, dangdut, malay, funkot, koplo, malay rap, indonesian hip hop, indonesian pop","Electronic, Hip Hop, Pop, Traditional Music"
7cmuxPnXRJxwuYDHfbD8Eu,Zé Felipe,5498682,77,"piseiro, sertanejo, agronejo, arrocha, sertanejo universitário, forró","Country, Latin"
73sIBHcqh3Z3NyqHKZ7FOL,Childish Gambino,14793546,81,"atl hip hop, hip hop, rap",Hip Hop
4gKSUeHW82tGBeJsJSB1JC,J. Eskine,547372,69,"arrocha, piseiro, seresta, forró, brega","Latin, Pop"
0aSE67DwCWR6JKhdVUmz6I,Alef Donk,24072,65,"arrocha, piseiro, forró, seresta",Latin
5eAWCfyUhZtHHtBdNk56l1,System Of A Down,14428162,83,"nu metal, metal, alternative metal, rap metal, rock","Metal, Rock"
